Fips,Location,Coverage Type,Race / Ethnicity,TimeFrame,Data Type,Data,MOE
37,North Carolina,Medicaid/CHIP,Other / Multiple Races,2012,Percent,0.28284,0.022899
37,North Carolina,Medicaid/CHIP,Other / Multiple Races,2012,Number,86970,
37,North Carolina,Individual,Other / Multiple Races,2012,Percent,0.0393,0.00949
37,North Carolina,Individual,Other / Multiple Races,2012,Number,12083,
37,North Carolina,Uninsured,Other / Multiple Races,2012,Percent,0.15702,0.020822
37,North Carolina,Uninsured,Other / Multiple Races,2012,Number,48281,
38,North Dakota,Insured,Hispanic / Latino,2012,Percent,0.67945,0.121327
38,North Dakota,Insured,Hispanic / Latino,2012,Number,11018,
38,North Dakota,Public,Hispanic / Latino,2012,Percent,0.20671,0.07046
38,North Dakota,Public,Hispanic / Latino,2012,Number,3352,
38,North Dakota,Private,Hispanic / Latino,2012,Percent,0.47274,0.134409
38,North Dakota,Private,Hispanic / Latino,2012,Number,7666,
38,North Dakota,Medicare,Hispanic / Latino,2012,Percent,0.0423,0.027799
38,North Dakota,Medicare,Hispanic / Latino,2012,Number,686,
38,North Dakota,Employer,Hispanic / Latino,2012,Percent,0.46793,0.134027
38,North Dakota,Employer,Hispanic / Latino,2012,Number,7588,
38,North Dakota,Medicaid/CHIP,Hispanic / Latino,2012,Percent,0.16441,0.068177
38,North Dakota,Medicaid/CHIP,Hispanic / Latino,2012,Number,2666,
38,North Dakota,Individual,Hispanic / Latino,2012,Percent,0.00481,0.009775
38,North Dakota,Individual,Hispanic / Latino,2012,Number,78,
38,North Dakota,Uninsured,Hispanic / Latino,2012,Percent,0.32055,0.121327
38,North Dakota,Uninsured,Hispanic / Latino,2012,Number,5198,
38,North Dakota,Insured,White,2012,Percent,0.91698,0.01655
38,North Dakota,Insured,White,2012,Number,557278,
38,North Dakota,Public,White,2012,Percent,0.20258,0.012381
38,North Dakota,Public,White,2012,Number,123112,
38,North Dakota,Private,White,2012,Percent,0.71441,0.020817
38,North Dakota,Private,White,2012,Number,434166,
38,North Dakota,Medicare,White,2012,Percent,0.16518,0.005143
38,North Dakota,Medicare,White,2012,Number,100382,
38,North Dakota,Employer,White,2012,Percent,0.61717,0.022715
38,North Dakota,Employer,White,2012,Number,375070,
38,North Dakota,Medicaid/CHIP,White,2012,Percent,0.0374,0.011393
38,North Dakota,Medicaid/CHIP,White,2012,Number,22730,
38,North Dakota,Individual,White,2012,Percent,0.09724,0.013598
38,North Dakota,Individual,White,2012,Number,59096,
38,North Dakota,Uninsured,White,2012,Percent,0.08302,0.01655
38,North Dakota,Uninsured,White,2012,Number,50452,
38,North Dakota,Insured,African-American / Black,2012,Percent,0.70689,0.123901
38,North Dakota,Insured,African-American / Black,2012,Number,7937,
38,North Dakota,Public,African-American / Black,2012,Percent,0.26309,0.210527
38,North Dakota,Public,African-American / Black,2012,Number,2954,
38,North Dakota,Private,African-American / Black,2012,Percent,0.4438,0.150302
38,North Dakota,Private,African-American / Black,2012,Number,4983,
38,North Dakota,Medicare,African-American / Black,2012,Percent,0.01006,0.022509
38,North Dakota,Medicare,African-American / Black,2012,Number,113,
38,North Dakota,Employer,African-American / Black,2012,Percent,0.40479,0.152157
38,North Dakota,Employer,African-American / Black,2012,Number,4545,
38,North Dakota,Medicaid/CHIP,African-American / Black,2012,Percent,0.25303,0.212376
38,North Dakota,Medicaid/CHIP,African-American / Black,2012,Number,2841,
38,North Dakota,Individual,African-American / Black,2012,Percent,0.03901,0.036275
38,North Dakota,Individual,African-American / Black,2012,Number,438,
38,North Dakota,Uninsured,African-American / Black,2012,Percent,0.29311,0.123901
38,North Dakota,Uninsured,African-American / Black,2012,Number,3291,
38,North Dakota,Insured,Asian,2012,Percent,N/A,N/A
38,North Dakota,Insured,Asian,2012,Number,N/A,
38,North Dakota,Public,Asian,2012,Percent,N/A,N/A
38,North Dakota,Public,Asian,2012,Number,N/A,
38,North Dakota,Private,Asian,2012,Percent,N/A,N/A
38,North Dakota,Private,Asian,2012,Number,N/A,
38,North Dakota,Medicare,Asian,2012,Percent,N/A,N/A
38,North Dakota,Medicare,Asian,2012,Number,N/A,
38,North Dakota,Employer,Asian,2012,Percent,N/A,N/A
38,North Dakota,Employer,Asian,2012,Number,N/A,
38,North Dakota,Medicaid/CHIP,Asian,2012,Percent,N/A,N/A
38,North Dakota,Medicaid/CHIP,Asian,2012,Number,N/A,
38,North Dakota,Individual,Asian,2012,Percent,N/A,N/A
38,North Dakota,Individual,Asian,2012,Number,N/A,
38,North Dakota,Uninsured,Asian,2012,Percent,N/A,N/A
38,North Dakota,Uninsured,Asian,2012,Number,N/A,
38,North Dakota,Insured,Other / Multiple Races,2012,Percent,0.69534,0.067654
38,North Dakota,Insured,Other / Multiple Races,2012,Number,32556,
38,North Dakota,Public,Other / Multiple Races,2012,Percent,0.27901,0.064193
38,North Dakota,Public,Other / Multiple Races,2012,Number,13063,
38,North Dakota,Private,Other / Multiple Races,2012,Percent,0.41634,0.078113
38,North Dakota,Private,Other / Multiple Races,2012,Number,19493,
38,North Dakota,Medicare,Other / Multiple Races,2012,Percent,0.0754,0.030611
38,North Dakota,Medicare,Other / Multiple Races,2012,Number,3530,
38,North Dakota,Employer,Other / Multiple Races,2012,Percent,0.40771,0.079962
38,North Dakota,Employer,Other / Multiple Races,2012,Number,19089,
38,North Dakota,Medicaid/CHIP,Other / Multiple Races,2012,Percent,0.20361,0.055234
38,North Dakota,Medicaid/CHIP,Other / Multiple Races,2012,Number,9533,
38,North Dakota,Individual,Other / Multiple Races,2012,Percent,0.00863,0.008022
38,North Dakota,Individual,Other / Multiple Races,2012,Number,404,
38,North Dakota,Uninsured,Other / Multiple Races,2012,Percent,0.30466,0.067654
38,North Dakota,Uninsured,Other / Multiple Races,2012,Number,14264,
39,Ohio,Insured,Hispanic / Latino,2012,Percent,0.78071,0.022922
39,Ohio,Insured,Hispanic / Latino,2012,Number,284775,
39,Ohio,Public,Hispanic / Latino,2012,Percent,0.3232,0.022364
39,Ohio,Public,Hispanic / Latino,2012,Number,117890,
39,Ohio,Private,Hispanic / Latino,2012,Percent,0.45752,0.028879
39,Ohio,Private,Hispanic / Latino,2012,Number,166885,
39,Ohio,Medicare,Hispanic / Latino,2012,Percent,0.05899,0.007143
39,Ohio,Medicare,Hispanic / Latino,2012,Number,21516,
39,Ohio,Employer,Hispanic / Latino,2012,Percent,0.42974,0.028785
39,Ohio,Employer,Hispanic / Latino,2012,Number,156755,
39,Ohio,Medicaid/CHIP,Hispanic / Latino,2012,Percent,0.26421,0.021158
39,Ohio,Medicaid/CHIP,Hispanic / Latino,2012,Number,96374,
39,Ohio,Individual,Hispanic / Latino,2012,Percent,0.02777,0.007033
39,Ohio,Individual,Hispanic / Latino,2012,Number,10130,
39,Ohio,Uninsured,Hispanic / Latino,2012,Percent,0.21929,0.022922
39,Ohio,Uninsured,Hispanic / Latino,2012,Number,79989,
39,Ohio,Insured,White,2012,Percent,0.89676,0.003794
39,Ohio,Insured,White,2012,Number,8245724,
39,Ohio,Public,White,2012,Percent,0.27673,0.004156
39,Ohio,Public,White,2012,Number,2544554,
39,Ohio,Private,White,2012,Percent,0.62003,0.005221
39,Ohio,Private,White,2012,Number,5701170,
39,Ohio,Medicare,White,2012,Percent,0.17948,0.001309
39,Ohio,Medicare,White,2012,Number,1650289,
39,Ohio,Employer,White,2012,Percent,0.57689,0.005496
39,Ohio,Employer,White,2012,Number,5304467,
39,Ohio,Medicaid/CHIP,White,2012,Percent,0.09726,0.003741
39,Ohio,Medicaid/CHIP,White,2012,Number,894265,
39,Ohio,Individual,White,2012,Percent,0.04314,0.002056
39,Ohio,Individual,White,2012,Number,396703,
39,Ohio,Uninsured,White,2012,Percent,0.10324,0.003794
39,Ohio,Uninsured,White,2012,Number,949259,
39,Ohio,Insured,African-American / Black,2012,Percent,0.83063,0.009751
39,Ohio,Insured,African-American / Black,2012,Number,1122986,
39,Ohio,Public,African-American / Black,2012,Percent,0.42056,0.012397
39,Ohio,Public,African-American / Black,2012,Number,568581,
39,Ohio,Private,African-American / Black,2012,Percent,0.41007,0.014882
39,Ohio,Private,African-American / Black,2012,Number,554405,
39,Ohio,Medicare,African-American / Black,2012,Percent,0.13584,0.00565
39,Ohio,Medicare,African-American / Black,2012,Number,183658,
39,Ohio,Employer,African-American / Black,2012,Percent,0.391,0.014564
39,Ohio,Employer,African-American / Black,2012,Number,528626,
39,Ohio,Medicaid/CHIP,African-American / Black,2012,Percent,0.28471,0.011481
39,Ohio,Medicaid/CHIP,African-American / Black,2012,Number,384923,
39,Ohio,Individual,African-American / Black,2012,Percent,0.01907,0.003451
39,Ohio,Individual,African-American / Black,2012,Number,25779,
39,Ohio,Uninsured,African-American / Black,2012,Percent,0.16937,0.009751
39,Ohio,Uninsured,African-American / Black,2012,Number,228988,
39,Ohio,Insured,Asian,2012,Percent,0.87023,0.025073
39,Ohio,Insured,Asian,2012,Number,171458,
39,Ohio,Public,Asian,2012,Percent,0.13152,0.022345
39,Ohio,Public,Asian,2012,Number,25912,
39,Ohio,Private,Asian,2012,Percent,0.73871,0.033542
39,Ohio,Private,Asian,2012,Number,145546,
39,Ohio,Medicare,Asian,2012,Percent,0.06899,0.013605
39,Ohio,Medicare,Asian,2012,Number,13593,
39,Ohio,Employer,Asian,2012,Percent,0.6143,0.038767
39,Ohio,Employer,Asian,2012,Number,121033,
39,Ohio,Medicaid/CHIP,Asian,2012,Percent,0.06252,0.01872
39,Ohio,Medicaid/CHIP,Asian,2012,Number,12319,
39,Ohio,Individual,Asian,2012,Percent,0.12441,0.026714
39,Ohio,Individual,Asian,2012,Number,24513,
39,Ohio,Uninsured,Asian,2012,Percent,0.12977,0.025073
39,Ohio,Uninsured,Asian,2012,Number,25569,
39,Ohio,Insured,Other / Multiple Races,2012,Percent,0.89596,0.016879
39,Ohio,Insured,Other / Multiple Races,2012,Number,242658,
39,Ohio,Public,Other / Multiple Races,2012,Percent,0.38656,0.02926
39,Ohio,Public,Other / Multiple Races,2012,Number,104695,
39,Ohio,Private,Other / Multiple Races,2012,Percent,0.5094,0.032419
39,Ohio,Private,Other / Multiple Races,2012,Number,137963,
39,Ohio,Medicare,Other / Multiple Races,2012,Percent,0.07338,0.010752
39,Ohio,Medicare,Other / Multiple Races,2012,Number,19873,
39,Ohio,Employer,Other / Multiple Races,2012,Percent,0.47537,0.034102
39,Ohio,Employer,Other / Multiple Races,2012,Number,128748,
39,Ohio,Medicaid/CHIP,Other / Multiple Races,2012,Percent,0.31319,0.029574
39,Ohio,Medicaid/CHIP,Other / Multiple Races,2012,Number,84822,
39,Ohio,Individual,Other / Multiple Races,2012,Percent,0.03402,0.010532
39,Ohio,Individual,Other / Multiple Races,2012,Number,9215,
39,Ohio,Uninsured,Other / Multiple Races,2012,Percent,0.10404,0.016879
39,Ohio,Uninsured,Other / Multiple Races,2012,Number,28177,
40,Oklahoma,Insured,Hispanic / Latino,2012,Percent,0.62723,0.027243
40,Oklahoma,Insured,Hispanic / Latino,2012,Number,220310,
40,Oklahoma,Public,Hispanic / Latino,2012,Percent,0.30257,0.023359
40,Oklahoma,Public,Hispanic / Latino,2012,Number,106275,
40,Oklahoma,Private,Hispanic / Latino,2012,Percent,0.32466,0.032228
40,Oklahoma,Private,Hispanic / Latino,2012,Number,114035,
40,Oklahoma,Medicare,Hispanic / Latino,2012,Percent,0.04576,0.00838
40,Oklahoma,Medicare,Hispanic / Latino,2012,Number,16072,
40,Oklahoma,Employer,Hispanic / Latino,2012,Percent,0.29775,0.031299
40,Oklahoma,Employer,Hispanic / Latino,2012,Number,104581,
40,Oklahoma,Medicaid/CHIP,Hispanic / Latino,2012,Percent,0.25681,0.023162
40,Oklahoma,Medicaid/CHIP,Hispanic / Latino,2012,Number,90203,
40,Oklahoma,Individual,Hispanic / Latino,2012,Percent,0.02692,0.011413
40,Oklahoma,Individual,Hispanic / Latino,2012,Number,9454,
40,Oklahoma,Uninsured,Hispanic / Latino,2012,Percent,0.37277,0.027243
40,Oklahoma,Uninsured,Hispanic / Latino,2012,Number,130931,
40,Oklahoma,Insured,White,2012,Percent,0.86349,0.006385
40,Oklahoma,Insured,White,2012,Number,2202600,
40,Oklahoma,Public,White,2012,Percent,0.28896,0.006725
40,Oklahoma,Public,White,2012,Number,737084,
40,Oklahoma,Private,White,2012,Percent,0.57453,0.009383
40,Oklahoma,Private,White,2012,Number,1465516,
40,Oklahoma,Medicare,White,2012,Percent,0.19779,0.003085
40,Oklahoma,Medicare,White,2012,Number,504529,
40,Oklahoma,Employer,White,2012,Percent,0.52067,0.009666
40,Oklahoma,Employer,White,2012,Number,1328132,
40,Oklahoma,Medicaid/CHIP,White,2012,Percent,0.09117,0.005597
40,Oklahoma,Medicaid/CHIP,White,2012,Number,232555,
40,Oklahoma,Individual,White,2012,Percent,0.05386,0.005947
40,Oklahoma,Individual,White,2012,Number,137384,
40,Oklahoma,Uninsured,White,2012,Percent,0.13651,0.006385
40,Oklahoma,Uninsured,White,2012,Number,348206,
40,Oklahoma,Insured,African-American / Black,2012,Percent,0.81266,0.027344
40,Oklahoma,Insured,African-American / Black,2012,Number,211020,
40,Oklahoma,Public,African-American / Black,2012,Percent,0.34402,0.028969
40,Oklahoma,Public,African-American / Black,2012,Number,89329,
40,Oklahoma,Private,African-American / Black,2012,Percent,0.46865,0.042384
40,Oklahoma,Private,African-American / Black,2012,Number,121691,
40,Oklahoma,Medicare,African-American / Black,2012,Percent,0.13428,0.015063
40,Oklahoma,Medicare,African-American / Black,2012,Number,34868,
40,Oklahoma,Employer,African-American / Black,2012,Percent,0.44322,0.041866
40,Oklahoma,Employer,African-American / Black,2012,Number,115088,
40,Oklahoma,Medicaid/CHIP,African-American / Black,2012,Percent,0.20974,0.028261
40,Oklahoma,Medicaid/CHIP,African-American / Black,2012,Number,54461,
40,Oklahoma,Individual,African-American / Black,2012,Percent,0.02543,0.008004
40,Oklahoma,Individual,African-American / Black,2012,Number,6603,
40,Oklahoma,Uninsured,African-American / Black,2012,Percent,0.18734,0.027344
40,Oklahoma,Uninsured,African-American / Black,2012,Number,48645,
40,Oklahoma,Insured,Asian,2012,Percent,0.78315,0.052792
40,Oklahoma,Insured,Asian,2012,Number,53959,
40,Oklahoma,Public,Asian,2012,Percent,0.15261,0.040372
40,Oklahoma,Public,Asian,2012,Number,10515,
40,Oklahoma,Private,Asian,2012,Percent,0.63054,0.061641
40,Oklahoma,Private,Asian,2012,Number,43444,
40,Oklahoma,Medicare,Asian,2012,Percent,0.06237,0.021182
40,Oklahoma,Medicare,Asian,2012,Number,4297,
40,Oklahoma,Employer,Asian,2012,Percent,0.5674,0.067122
40,Oklahoma,Employer,Asian,2012,Number,39094,
40,Oklahoma,Medicaid/CHIP,Asian,2012,Percent,0.09025,0.034097
40,Oklahoma,Medicaid/CHIP,Asian,2012,Number,6218,
40,Oklahoma,Individual,Asian,2012,Percent,0.06314,0.025456
40,Oklahoma,Individual,Asian,2012,Number,4350,
40,Oklahoma,Uninsured,Asian,2012,Percent,0.21685,0.052792
40,Oklahoma,Uninsured,Asian,2012,Number,14941,
40,Oklahoma,Insured,Other / Multiple Races,2012,Percent,0.73216,0.021207
40,Oklahoma,Insured,Other / Multiple Races,2012,Number,382054,
40,Oklahoma,Public,Other / Multiple Races,2012,Percent,0.31274,0.016323
40,Oklahoma,Public,Other / Multiple Races,2012,Number,163193,
40,Oklahoma,Private,Other / Multiple Races,2012,Percent,0.41942,0.02126
40,Oklahoma,Private,Other / Multiple Races,2012,Number,218861,
40,Oklahoma,Medicare,Other / Multiple Races,2012,Percent,0.11118,0.008523
40,Oklahoma,Medicare,Other / Multiple Races,2012,Number,58016,
40,Oklahoma,Employer,Other / Multiple Races,2012,Percent,0.39004,0.02008
40,Oklahoma,Employer,Other / Multiple Races,2012,Number,203528,
40,Oklahoma,Medicaid/CHIP,Other / Multiple Races,2012,Percent,0.20156,0.014733
40,Oklahoma,Medicaid/CHIP,Other / Multiple Races,2012,Number,105177,
40,Oklahoma,Individual,Other / Multiple Races,2012,Percent,0.02938,0.007311
40,Oklahoma,Individual,Other / Multiple Races,2012,Number,15333,
40,Oklahoma,Uninsured,Other / Multiple Races,2012,Percent,0.26784,0.021207
40,Oklahoma,Uninsured,Other / Multiple Races,2012,Number,139766,
41,Oregon,Insured,Hispanic / Latino,2012,Percent,0.72713,0.019127
41,Oregon,Insured,Hispanic / Latino,2012,Number,340552,
41,Oregon,Public,Hispanic / Latino,2012,Percent,0.33269,0.023831
41,Oregon,Public,Hispanic / Latino,2012,Number,155818,
41,Oregon,Private,Hispanic / Latino,2012,Percent,0.39443,0.028301
41,Oregon,Private,Hispanic / Latino,2012,Number,184734,
41,Oregon,Medicare,Hispanic / Latino,2012,Percent,0.04116,0.004928
41,Oregon,Medicare,Hispanic / Latino,2012,Number,19278,
41,Oregon,Employer,Hispanic / Latino,2012,Percent,0.36744,0.027483
41,Oregon,Employer,Hispanic / Latino,2012,Number,172091,
41,Oregon,Medicaid/CHIP,Hispanic / Latino,2012,Percent,0.29153,0.023675
41,Oregon,Medicaid/CHIP,Hispanic / Latino,2012,Number,136540,
41,Oregon,Individual,Hispanic / Latino,2012,Percent,0.027,0.007253
41,Oregon,Individual,Hispanic / Latino,2012,Number,12643,
41,Oregon,Uninsured,Hispanic / Latino,2012,Percent,0.27287,0.019127
41,Oregon,Uninsured,Hispanic / Latino,2012,Number,127801,
41,Oregon,Insured,White,2012,Percent,0.87552,0.005702
41,Oregon,Insured,White,2012,Number,2629569,
41,Oregon,Public,White,2012,Percent,0.29239,0.005095
41,Oregon,Public,White,2012,Number,878176,
41,Oregon,Private,White,2012,Percent,0.58313,0.007206
41,Oregon,Private,White,2012,Number,1751393,
41,Oregon,Medicare,White,2012,Percent,0.19602,0.002332
41,Oregon,Medicare,White,2012,Number,588730,
41,Oregon,Employer,White,2012,Percent,0.51495,0.00885
41,Oregon,Employer,White,2012,Number,1546628,
41,Oregon,Medicaid/CHIP,White,2012,Percent,0.09637,0.005155
41,Oregon,Medicaid/CHIP,White,2012,Number,289446,
41,Oregon,Individual,White,2012,Percent,0.06818,0.004821
41,Oregon,Individual,White,2012,Number,204765,
41,Oregon,Uninsured,White,2012,Percent,0.12448,0.005702
41,Oregon,Uninsured,White,2012,Number,373859,
41,Oregon,Insured,African-American / Black,2012,Percent,0.81864,0.041417
41,Oregon,Insured,African-American / Black,2012,Number,51859,
41,Oregon,Public,African-American / Black,2012,Percent,0.32396,0.064299
41,Oregon,Public,African-American / Black,2012,Number,20522,
41,Oregon,Private,African-American / Black,2012,Percent,0.49468,0.078914
41,Oregon,Private,African-American / Black,2012,Number,31337,
41,Oregon,Medicare,African-American / Black,2012,Percent,0.1028,0.022742
41,Oregon,Medicare,African-American / Black,2012,Number,6512,
41,Oregon,Employer,African-American / Black,2012,Percent,0.48215,0.07936
41,Oregon,Employer,African-American / Black,2012,Number,30543,
41,Oregon,Medicaid/CHIP,African-American / Black,2012,Percent,0.22116,0.065742
41,Oregon,Medicaid/CHIP,African-American / Black,2012,Number,14010,
41,Oregon,Individual,African-American / Black,2012,Percent,0.01253,0.009095
41,Oregon,Individual,African-American / Black,2012,Number,794,
41,Oregon,Uninsured,African-American / Black,2012,Percent,0.18136,0.041417
41,Oregon,Uninsured,African-American / Black,2012,Number,11489,
41,Oregon,Insured,Asian,2012,Percent,0.89335,0.024998
41,Oregon,Insured,Asian,2012,Number,131395,
41,Oregon,Public,Asian,2012,Percent,0.17276,0.026364
41,Oregon,Public,Asian,2012,Number,25410,
41,Oregon,Private,Asian,2012,Percent,0.72058,0.033256
41,Oregon,Private,Asian,2012,Number,105985,
41,Oregon,Medicare,Asian,2012,Percent,0.10271,0.013583
41,Oregon,Medicare,Asian,2012,Number,15107,
41,Oregon,Employer,Asian,2012,Percent,0.60692,0.038197
41,Oregon,Employer,Asian,2012,Number,89267,
41,Oregon,Medicaid/CHIP,Asian,2012,Percent,0.07005,0.022281
41,Oregon,Medicaid/CHIP,Asian,2012,Number,10303,
41,Oregon,Individual,Asian,2012,Percent,0.11366,0.024498
41,Oregon,Individual,Asian,2012,Number,16718,
41,Oregon,Uninsured,Asian,2012,Percent,0.10666,0.024998
41,Oregon,Uninsured,Asian,2012,Number,15687,
41,Oregon,Insured,Other / Multiple Races,2012,Percent,0.8331,0.025256
41,Oregon,Insured,Other / Multiple Races,2012,Number,150624,
41,Oregon,Public,Other / Multiple Races,2012,Percent,0.30583,0.0286
41,Oregon,Public,Other / Multiple Races,2012,Number,55294,
41,Oregon,Private,Other / Multiple Races,2012,Percent,0.52727,0.028695
41,Oregon,Private,Other / Multiple Races,2012,Number,95330,
41,Oregon,Medicare,Other / Multiple Races,2012,Percent,0.08488,0.013223
41,Oregon,Medicare,Other / Multiple Races,2012,Number,15346,
41,Oregon,Employer,Other / Multiple Races,2012,Percent,0.48176,0.030744
41,Oregon,Employer,Other / Multiple Races,2012,Number,87101,
41,Oregon,Medicaid/CHIP,Other / Multiple Races,2012,Percent,0.22095,0.028329
41,Oregon,Medicaid/CHIP,Other / Multiple Races,2012,Number,39948,
41,Oregon,Individual,Other / Multiple Races,2012,Percent,0.04552,0.011499
41,Oregon,Individual,Other / Multiple Races,2012,Number,8229,
41,Oregon,Uninsured,Other / Multiple Races,2012,Percent,0.1669,0.025256
41,Oregon,Uninsured,Other / Multiple Races,2012,Number,30175,
42,Pennsylvania,Insured,Hispanic / Latino,2012,Percent,0.80598,0.018895
42,Pennsylvania,Insured,Hispanic / Latino,2012,Number,612760,
42,Pennsylvania,Public,Hispanic / Latino,2012,Percent,0.40737,0.023519
42,Pennsylvania,Public,Hispanic / Latino,2012,Number,309705,
42,Pennsylvania,Private,Hispanic / Latino,2012,Percent,0.39862,0.023898
42,Pennsylvania,Private,Hispanic / Latino,2012,Number,303055,
42,Pennsylvania,Medicare,Hispanic / Latino,2012,Percent,0.07229,0.008025
42,Pennsylvania,Medicare,Hispanic / Latino,2012,Number,54962,
42,Pennsylvania,Employer,Hispanic / Latino,2012,Percent,0.3741,0.023742
42,Pennsylvania,Employer,Hispanic / Latino,2012,Number,284413,
42,Pennsylvania,Medicaid/CHIP,Hispanic / Latino,2012,Percent,0.33507,0.021799
42,Pennsylvania,Medicaid/CHIP,Hispanic / Latino,2012,Number,254743,
42,Pennsylvania,Individual,Hispanic / Latino,2012,Percent,0.02452,0.004959
42,Pennsylvania,Individual,Hispanic / Latino,2012,Number,18642,
42,Pennsylvania,Uninsured,Hispanic / Latino,2012,Percent,0.19402,0.018895
42,Pennsylvania,Uninsured,Hispanic / Latino,2012,Number,147504,
42,Pennsylvania,Insured,White,2012,Percent,0.91907,0.003308
42,Pennsylvania,Insured,White,2012,Number,9121898,
42,Pennsylvania,Public,White,2012,Percent,0.27513,0.003686
42,Pennsylvania,Public,White,2012,Number,2730647,
42,Pennsylvania,Private,White,2012,Percent,0.64395,0.00473
42,Pennsylvania,Private,White,2012,Number,6391251,
42,Pennsylvania,Medicare,White,2012,Percent,0.19512,0.001257
42,Pennsylvania,Medicare,White,2012,Number,1936601,
42,Pennsylvania,Employer,White,2012,Percent,0.58787,0.004564
42,Pennsylvania,Employer,White,2012,Number,5834669,
42,Pennsylvania,Medicaid/CHIP,White,2012,Percent,0.08,0.003525
42,Pennsylvania,Medicaid/CHIP,White,2012,Number,794046,
42,Pennsylvania,Individual,White,2012,Percent,0.05608,0.00261
42,Pennsylvania,Individual,White,2012,Number,556582,
42,Pennsylvania,Uninsured,White,2012,Percent,0.08093,0.003308
42,Pennsylvania,Uninsured,White,2012,Number,803204,
42,Pennsylvania,Insured,African-American / Black,2012,Percent,0.85699,0.010326
42,Pennsylvania,Insured,African-American / Black,2012,Number,1102787,
42,Pennsylvania,Public,African-American / Black,2012,Percent,0.41781,0.018804
42,Pennsylvania,Public,African-American / Black,2012,Number,537639,
42,Pennsylvania,Private,African-American / Black,2012,Percent,0.43918,0.019613
42,Pennsylvania,Private,African-American / Black,2012,Number,565148,
42,Pennsylvania,Medicare,African-American / Black,2012,Percent,0.13284,0.006541
42,Pennsylvania,Medicare,African-American / Black,2012,Number,170942,
42,Pennsylvania,Employer,African-American / Black,2012,Percent,0.41046,0.019959
42,Pennsylvania,Employer,African-American / Black,2012,Number,528180,
42,Pennsylvania,Medicaid/CHIP,African-American / Black,2012,Percent,0.28496,0.018592
42,Pennsylvania,Medicaid/CHIP,African-American / Black,2012,Number,366697,
42,Pennsylvania,Individual,African-American / Black,2012,Percent,0.02873,0.006155
42,Pennsylvania,Individual,African-American / Black,2012,Number,36968,
42,Pennsylvania,Uninsured,African-American / Black,2012,Percent,0.14301,0.010326
42,Pennsylvania,Uninsured,African-American / Black,2012,Number,184030,
42,Pennsylvania,Insured,Asian,2012,Percent,0.86332,0.019176
42,Pennsylvania,Insured,Asian,2012,Number,312025,
42,Pennsylvania,Public,Asian,2012,Percent,0.17753,0.022179
42,Pennsylvania,Public,Asian,2012,Number,64162,
42,Pennsylvania,Private,Asian,2012,Percent,0.6858,0.025879
42,Pennsylvania,Private,Asian,2012,Number,247863,
42,Pennsylvania,Medicare,Asian,2012,Percent,0.07337,0.009949
42,Pennsylvania,Medicare,Asian,2012,Number,26518,
42,Pennsylvania,Employer,Asian,2012,Percent,0.58315,0.031256
42,Pennsylvania,Employer,Asian,2012,Number,210766,
42,Pennsylvania,Medicaid/CHIP,Asian,2012,Percent,0.10416,0.020829
42,Pennsylvania,Medicaid/CHIP,Asian,2012,Number,37644,
42,Pennsylvania,Individual,Asian,2012,Percent,0.10264,0.019839
42,Pennsylvania,Individual,Asian,2012,Number,37097,
42,Pennsylvania,Uninsured,Asian,2012,Percent,0.13668,0.019176
42,Pennsylvania,Uninsured,Asian,2012,Number,49399,
42,Pennsylvania,Insured,Other / Multiple Races,2012,Percent,0.90681,0.019885
42,Pennsylvania,Insured,Other / Multiple Races,2012,Number,210465,
42,Pennsylvania,Public,Other / Multiple Races,2012,Percent,0.36447,0.033718
42,Pennsylvania,Public,Other / Multiple Races,2012,Number,84590,
42,Pennsylvania,Private,Other / Multiple Races,2012,Percent,0.54235,0.036086
42,Pennsylvania,Private,Other / Multiple Races,2012,Number,125875,
42,Pennsylvania,Medicare,Other / Multiple Races,2012,Percent,0.0657,0.011522
42,Pennsylvania,Medicare,Other / Multiple Races,2012,Number,15249,
42,Pennsylvania,Employer,Other / Multiple Races,2012,Percent,0.48704,0.036884
42,Pennsylvania,Employer,Other / Multiple Races,2012,Number,113039,
42,Pennsylvania,Medicaid/CHIP,Other / Multiple Races,2012,Percent,0.29876,0.033418
42,Pennsylvania,Medicaid/CHIP,Other / Multiple Races,2012,Number,69341,
42,Pennsylvania,Individual,Other / Multiple Races,2012,Percent,0.05531,0.019655
42,Pennsylvania,Individual,Other / Multiple Races,2012,Number,12836,
42,Pennsylvania,Uninsured,Other / Multiple Races,2012,Percent,0.09319,0.019885
42,Pennsylvania,Uninsured,Other / Multiple Races,2012,Number,21628,
44,Rhode Island,Insured,Hispanic / Latino,2012,Percent,0.74224,0.038706
44,Rhode Island,Insured,Hispanic / Latino,2012,Number,102453,
44,Rhode Island,Public,Hispanic / Latino,2012,Percent,0.40465,0.042789
44,Rhode Island,Public,Hispanic / Latino,2012,Number,55854,
44,Rhode Island,Private,Hispanic / Latino,2012,Percent,0.3376,0.04343
44,Rhode Island,Private,Hispanic / Latino,2012,Number,46599,
44,Rhode Island,Medicare,Hispanic / Latino,2012,Percent,0.05963,0.011309
44,Rhode Island,Medicare,Hispanic / Latino,2012,Number,8231,
44,Rhode Island,Employer,Hispanic / Latino,2012,Percent,0.32062,0.043812
44,Rhode Island,Employer,Hispanic / Latino,2012,Number,44256,
